% Moku:Go PID Controller
% Input A
% Input B
% Control matrix: 1-1 = 0.5, 1-2 = 0, 2-1 = 0, 2-2 = 0
% Controller 1: PI controller: proportional gain +10.0 dB, integrator crossover 3.000 kHz, input offset -1.499 8 V, output offset 0.000 0 V
% Controller 2: PI controller: proportional gain -10.0 dB, integrator crossover 310.1 Hz, integrator saturation +40.2 dB, input offset 0.000 0 V, output offset 0.000 0 V
% Acquired 2023-06-02 T 20:24:54 -0700
% Time (s), Probe A (V), Probe B (V)
1.0632652800e-01, 5.0022899365e+00, 3.1054137147e+00
1.0665984000e-01, 5.0022899365e+00, 3.1057307648e+00
1.0699315200e-01, 5.0022899365e+00, 3.1075655281e+00
1.0732646400e-01, 5.0022899365e+00, 3.1094171756e+00
1.0765977600e-01, 5.0022899365e+00, 3.1100681601e+00
1.0799308800e-01, 5.0022899365e+00, 3.1104883922e+00
1.0832640000e-01, 5.0022899365e+00, 3.1106178387e+00
1.0865971200e-01, 5.0022899365e+00, 3.1110793436e+00
1.0899302400e-01, 5.0022899365e+00, 3.1111224924e+00
1.0932633600e-01, 5.0022899365e+00, 3.1112613191e+00
1.0965964800e-01, 5.0022899365e+00, 3.1113438646e+00
1.0999296000e-01, 5.0022899365e+00, 3.1112800794e+00
1.1032627200e-01, 5.0022899365e+00, 3.1112913356e+00
1.1065958400e-01, 5.0022899365e+00, 3.1115202120e+00
1.1099289600e-01, 5.0022899365e+00, 3.1112631951e+00
1.1132620800e-01, 5.0022899365e+00, 3.1114320383e+00
1.1165952000e-01, 5.0022899365e+00, 3.1115577328e+00
1.1199283200e-01, 5.0022899365e+00, 3.1113907656e+00
1.1232614400e-01, 5.0022899365e+00, 3.1112800794e+00
1.1265945600e-01, 5.0022899365e+00, 3.1114883194e+00
1.1299276800e-01, 5.0022899365e+00, 3.1112819555e+00
1.1332608000e-01, 5.0022899365e+00, 3.1114357904e+00
1.1365939200e-01, 5.0022899365e+00, 3.1116515346e+00
1.1399270400e-01, 5.0022899365e+00, 3.1119742128e+00
1.1432601600e-01, 5.0022899365e+00, 3.1127490156e+00
1.1465932800e-01, 5.0022899365e+00, 3.1143155057e+00
1.1499264000e-01, 5.0022899365e+00, 3.1149421018e+00
1.1532595200e-01, 5.0022899365e+00, 3.1124957508e+00
1.1565926400e-01, 5.0022899365e+00, 3.1122180974e+00
1.1599257600e-01, 5.0022899365e+00, 3.1123156513e+00
1.1632588800e-01, 5.0022899365e+00, 3.1122312297e+00
1.1665920000e-01, 5.0022899365e+00, 3.1123231555e+00
1.1699251200e-01, 5.0022899365e+00, 3.1124619821e+00
1.1732582400e-01, 5.0022899365e+00, 3.1121261717e+00
1.1765913600e-01, 5.0022899365e+00, 3.1119291879e+00
1.1799244800e-01, 5.0022899365e+00, 3.1117584686e+00
1.1832576000e-01, 5.0022899365e+00, 3.1116402783e+00
1.1865907200e-01, 5.0022899365e+00, 3.1112725753e+00
1.1899238400e-01, 5.0022899365e+00, 3.1110005501e+00
1.1932569600e-01, 5.0022899365e+00, 3.1105259129e+00
1.1965900800e-01, 5.0022899365e+00, 3.1101882264e+00
1.1999232000e-01, 5.0022899365e+00, 3.1093740268e+00
1.2032563200e-01, 5.0022899365e+00, 3.1088506128e+00
1.2065894400e-01, 5.0022899365e+00, 3.1084153724e+00
1.2099225600e-01, 5.0022899365e+00, 3.1081621075e+00
1.2132556800e-01, 5.0022899365e+00, 3.1080908182e+00
1.2165888000e-01, 5.0022899365e+00, 3.1075017428e+00
1.2199219200e-01, 5.0022899365e+00, 3.1071040232e+00
1.2232550400e-01, 5.0022899365e+00, 3.1069295518e+00
1.2265881600e-01, 5.0022899365e+00, 3.1063029558e+00
1.2299212800e-01, 5.0022899365e+00, 3.1054399792e+00
1.2332544000e-01, 5.0022899365e+00, 3.1060177983e+00
1.2365875200e-01, 5.0022899365e+00, 3.1075786603e+00
1.2399206400e-01, 5.0022899365e+00, 3.1094152996e+00
1.2432537600e-01, 5.0022899365e+00, 3.1105127807e+00
1.2465868800e-01, 5.0022899365e+00, 3.1110605832e+00
1.2499200000e-01, 5.0022899365e+00, 3.1114564268e+00
1.2532531200e-01, 5.0022899365e+00, 3.1116252701e+00
1.2565862400e-01, 5.0022899365e+00, 3.1117096917e+00
1.2599193600e-01, 5.0022899365e+00, 3.1116646668e+00
1.2632524800e-01, 5.0022899365e+00, 3.1116627908e+00
1.2665856000e-01, 5.0022899365e+00, 3.1117115677e+00
1.2699187200e-01, 5.0022899365e+00, 3.1116196419e+00
1.2732518400e-01, 5.0022899365e+00, 3.1117434603e+00
1.2765849600e-01, 5.0022899365e+00, 3.1117265760e+00
1.2799180800e-01, 5.0022899365e+00, 3.1117716009e+00
1.2832512000e-01, 5.0022899365e+00, 3.1117359562e+00
1.2865843200e-01, 5.0022899365e+00, 3.1117697248e+00
1.2899174400e-01, 5.0022899365e+00, 3.1116609147e+00
1.2932505600e-01, 5.0022899365e+00, 3.1116609147e+00
1.2965836800e-01, 5.0022899365e+00, 3.1114751872e+00
1.2999168000e-01, 5.0022899365e+00, 3.1117415843e+00
1.3032499200e-01, 5.0022899365e+00, 3.1118503944e+00
1.3065830400e-01, 5.0022899365e+00, 3.1119779648e+00
1.3099161600e-01, 5.0022899365e+00, 3.1127340074e+00
1.3132492800e-01, 5.0022899365e+00, 3.1146494402e+00
1.3165824000e-01, 5.0022899365e+00, 3.1154148629e+00
1.3199155200e-01, 5.0022899365e+00, 3.1131692477e+00
1.3232486400e-01, 5.0022899365e+00, 3.1124357176e+00
1.3265817600e-01, 5.0022899365e+00, 3.1123644283e+00
1.3299148800e-01, 5.0022899365e+00, 3.1119592045e+00
1.3332480000e-01, 5.0022899365e+00, 3.1119010474e+00
1.3365811200e-01, 5.0022899365e+00, 3.1118316340e+00
1.3399142400e-01, 5.0022899365e+00, 3.1117134437e+00
1.3432473600e-01, 5.0022899365e+00, 3.1115502286e+00
1.3465804800e-01, 5.0022899365e+00, 3.1113513688e+00
